leiavoia	19212	1471	982	119.882	1	1
leiavoia	18694	1526	983	115.869	1	1
leiavoia	17396	1437	963	114	1	1
leiavoia	14822	1218	837	107	1	1
leiavoia	1437	151	93	105.609	3	1
leiavoia	14419	1321	887	103	1	1
leiavoia	13638	1340	943	103	1	1
leiavoia	12377	1213	882	100.029	1	1
leiavoia	13969	1382	893	100	1	1
leiavoia	13439	1481	989	100	1	1
leiavoia	12713	1428	954	97	1	1
leiavoia	12700	1328	862	95	1	1
leiavoia	12172	1349	907	95	1	1
leiavoia	846	105	90	90.5842	3	1
leiavoia	1126	290	157	84.5191	3	0
